support_id,customerid,complaint_date,escalations,csat_score,issue_category,comment
25,CUST-0277,2020-01-01 00:00:00,1,,Payment,
26,CUST-0180,2024-03-18 00:00:00,0,5.0,Streaming,Problem fixed 
27,CUST-0180,2024-03-18 00:00:00,0,5.0,Streaming,Problem fixed
28,CUST-0555,2022-05-23 00:00:00,2,2.0,Buffering,Video bufferring every evening
29,CUST-0555,2022-05-24 00:00:00,2,1.0,Streaming,Still waiting for response
30,CUST-0412,2023-09-09 00:00:00,0,4.0,Login,"Forgot password, cannot login"
31,CUST-0412,2023-09-09 00:00:00,0,4.0,Login,"Forgot password, cannot login"
32,CUST-0412,2023-09-10 00:00:00,1,3.0,Account,Profile disappeared from family plan
33,CUST-0222,2020-07-30 00:00:00,0,5.0,Content,Great selection
34,CUST-0561,2021-03-03 00:00:00,1,2.0,Refund,Still waiting for refund
35,CUST-0561,2021-03-05 00:00:00,1,2.0,Refund,Refund received
36,CUST-0561,2021-03-05 00:00:00,1,2.0,Refund,Refund received
37,CUST-0490,2020-09-14 00:00:00,0,5.0,Streaming,Watching on phone works well
38,CUST-0490,2020-09-20 00:00:00,0,5.0,Streaming,Watching on phone works well 
39,CUST-0320,2022-02-28 00:00:00,1,3.0,Login,"Cannot login, says invalid email"
40,CUST-0320,2022-03-01 00:00:00,2,2.0,Account,"Account locked, still waiting"
41,CUST-0100,2021-12-12 00:00:00,0,5.0,Content,"New season released, thanks"
42,CUST-0100,2021-12-13 00:00:00,0,5.0,Content,"New season released, thanks"
43,CUST-0100,2022-01-05 00:00:00,1,4.0,Streaming,Some episodes fail to load
44,CUST-0444,2023-04-17 00:00:00,0,5.0,General Inquiry,Thanks for the help
45,CUST-0444,2023-04-18 00:00:00,0,5.0,General Inquiry,Thanks for the help
46,CUST-0444,2024-01-01 00:00:00,0,5.0,General Inquiry,Issue resolved
47,CUST-0382,2020-06-06 00:00:00,1,4.0,Payment,Payment processed but no access
48,CUST-0382,2020-06-07 00:00:00,1,3.0,Payment,Still waiting for access
49,CUST-0510,2022-10-10 00:00:00,0,5.0,Streaming,Issue resolved
50,CUST-0510,2022-10-11 00:00:00,0,5.0,Streaming,Issue resolved
51,CUST-0510,2022-10-12 00:00:00,0,5.0,Streaming,Issue resolved
52,CUST-0066,2024-07-20 00:00:00,1,2.0,Buffering,Video buffers at 8pm
53,CUST-0066,2024-07-21 00:00:00,1,1.0,Streaming,Still buffering every evening
54,CUST-0066,2024-07-22 00:00:00,2,1.0,Technical,Escalated to network team
55,CUST-0590,2025-11-01 00:00:00,0,5.0,Streaming,Cannot wait for new season
56,CUST-0590,2025-11-02 00:00:00,0,5.0,Streaming,Cannot wait for new season
57,CUST-0477,2021-08-08 00:00:00,0,4.0,Login,Password reset link not working
58,CUST-0477,2021-08-09 00:00:00,1,3.0,Login,Still cannot login
59,CUST-0477,2021-08-10 00:00:00,1,2.0,Account,Profile lost after update
60,CUST-0299,2020-03-15 00:00:00,0,5.0,Content,Great documentary selection
61,CUST-0299,2020-03-15 00:00:00,0,5.0,Content,Great documentary selection
62,CUST-0299,2021-09-09 00:00:00,0,5.0,Content,Great documentary selection
63,CUST-0533,2022-12-24 00:00:00,1,1.0,Payment,"Charged twice, please refund"
64,CUST-0533,2023-01-02 00:00:00,2,1.0,Refund,Still waiting for refund
65,CUST-0533,2023-01-10 00:00:00,2,1.0,Refund,No update yet
66,CUST-0144,2024-02-02 00:00:00,0,4.0,Streaming,Audio and video ok
67,CUST-0144,2024-02-03 00:00:00,0,4.0,Streaming,Audio and video ok
68,CUST-0144,2024-02-05 00:00:00,1,3.0,Technical,Playback freezes sometimes
69,CUST-0022,2020-11-11 00:00:00,0,5.0,Content,Love the kids section
70,CUST-0377,2021-01-20 00:00:00,0,4.0,Account,Need to update payment method
71,CUST-0377,2021-01-21 00:00:00,0,4.0,Billing,Payment method updated
72,CUST-0377,2021-01-22 00:00:00,0,4.0,Billing,Payment method updated
73,CUST-0355,2022-06-06 00:00:00,0,5.0,Streaming,Problem fixed
74,CUST-0355,2022-06-07 00:00:00,0,5.0,Streaming,Problem fixed
75,CUST-0355,2022-06-07 00:00:00,0,5.0,Streaming,Problem fixed
76,CUST-0199,2023-03-03 00:00:00,1,3.0,Login,Login fails intermittently
77,CUST-0199,2023-03-04 00:00:00,1,2.0,Technical,Still facing issue
78,CUST-0199,2023-03-05 00:00:00,2,1.0,Technical,Escalated to Techncal team
79,CUST-0199,2023-03-06 00:00:00,2,1.0,Technical,Escalated to Techncal team
80,CUST-0244,2020-04-04 00:00:00,0,5.0,Content,Found what I wanted
81,CUST-0244,2020-04-04 00:00:00,0,5.0,Content,Found what I wanted
82,CUST-0244,2021-05-05 00:00:00,0,5.0,Content,Found what I wanted
83,CUST-0544,2021-10-10 00:00:00,1,3.0,Subscription,Cancelled but charged again
84,CUST-0544,2021-10-11 00:00:00,2,2.0,Subscription,Still charged after cancellation
85,CUST-0544,2021-10-12 00:00:00,2,1.0,Refund,Refund not received
86,CUST-0111,2022-01-01 00:00:00,0,5.0,Streaming,Works fine on mobile
87,CUST-0111,2022-02-01 00:00:00,0,5.0,Streaming,Works fine on mobile
88,CUST-0111,2022-03-01 00:00:00,0,5.0,Streaming,Works fine on mobile
89,CUST-0112,2023-07-07 00:00:00,0,4.0,App,App slow after update
90,CUST-0112,2023-07-08 00:00:00,1,3.0,Technical,Performance issue persists
91,CUST-0112,2023-07-09 00:00:00,1,2.0,Technical,Still waiting for response
92,CUST-0112,2023-07-10 00:00:00,2,1.0,Technical,Escalated to engineering
93,CUST-0166,2020-08-08 00:00:00,0,5.0,Streaming,Great quality
94,CUST-0166,2021-08-08 00:00:00,0,5.0,Streaming,Great quality
95,CUST-0166,2022-08-08 00:00:00,0,5.0,Streaming,Great quality
96,CUST-0077,2021-02-14 00:00:00,0,4.0,Billing,Need invoice for last month
97,CUST-0077,2021-02-15 00:00:00,0,4.0,Billing,Invoice received 
98,CUST-0077,2021-02-16 00:00:00,0,4.0,Billing,Invoice received
99,CUST-0260,2024-05-05 00:00:00,0,5.0,Content,New movies are great
100,CUST-0260,2024-05-06 00:00:00,0,5.0,Content,New movies are great
101,CUST-0404,2020-10-10 00:00:00,1,3.0,Login,Login says service unavailable
102,CUST-0404,2020-10-11 00:00:00,1,2.0,Login,Still cannot access account
103,CUST-0404,2020-10-12 00:00:00,2,1.0,Account,Account flagged incorrectly
104,CUST-0404,2020-10-12 00:00:00,2,1.0,Account,Account flagged incorrectly
105,CUST-0404,2020-10-12 00:00:00,2,1.0,Account,Account flagged incorrectly
106,CUST-0340,2022-09-09 00:00:00,0,5.0,Streaming,Everything works fine
107,CUST-0340,2022-09-10 00:00:00,0,5.0,Streaming,Everything works fine
108,CUST-0340,2022-09-11 00:00:00,0,5.0,Streaming,Everything works fine
109,CUST-0340,2022-09-11 00:00:00,0,5.0,Streaming,Everything works fine
110,CUST-0588,2021-12-01 00:00:00,1,4.0,Payment,Payment method failed
111,CUST-0588,2021-12-02 00:00:00,1,3.0,Payment,Still failing
112,CUST-0588,2021-12-10 00:00:00,2,2.0,Billing,Charged incorrectly
113,CUST-0088,2023-11-11 00:00:00,0,5.0,Streaming,Great UX
114,CUST-0088,2023-11-12 00:00:00,0,5.0,Streaming,Great UX
115,CUST-0088,2024-01-01 00:00:00,0,5.0,Streaming,Great UX
116,CUST-0088,2024-01-02 00:00:00,0,5.0,Streaming,Great UX
117,CUST-0088,2024-01-03 00:00:00,0,5.0,Streaming,Great UX
118,CUST-0155,2020-05-05 00:00:00,0,4.0,Login,Password reset successful
119,CUST-0155,2020-05-06 00:00:00,0,4.0,Login,Password reset successful
120,CUST-0155,2021-05-06 00:00:00,0,5.0,Login,Password reset successful
121,CUST-0345,2022-01-01 00:00:00,1,2.0,Buffering,Video buffers frequently
122,CUST-0345,2022-01-02 00:00:00,1,1.0,Streaming,Still buffering heavily
123,CUST-0345,2022-01-03 00:00:00,2,1.0,Technical,Escalated to isp team
124,CUST-0345,2022-01-03 00:00:00,2,1.0,Technical,Escalated to isp team
126,CUST-0042,2020-02-14 00:00:00,0,4.0,Streaming,Video buffers every evening
127,CUST-0120,2021-11-03 00:00:00,1,3.0,Billing,Payment deducted twice
128,CUST-0120,2022-01-15 00:00:00,1,2.0,Billing,Still waiting for refund
129,CUST-0333,2023-06-20 00:00:00,0,5.0,Login,Cannot login after password reset
130,CUST-0333,2023-06-20 00:00:00,0,5.0,Login,Cannot login after password reset
131,CUST-0599,2024-09-01 00:00:00,2,1.0,Subscription,Subscription renewed unexpectedly
132,CUST-0005,2022-03-10 00:00:00,0,4.0,Streaming,Playback freezes occasionally
133,CUST-0005,2022-03-12 00:00:00,1,3.0,Technical,Escalated to technical team
134,CUST-0450,2021-07-07 00:00:00,0,5.0,Content,Love the new shows
135,CUST-0450,2021-07-07 00:00:00,0,5.0,Content,Love the new shows
136,CUST-0211,2020-12-30 00:00:00,1,2.0,Payment,Payment failed repeatedly
137,CUST-0211,2021-01-02 00:00:00,2,1.0,Payment,Charged after cancellation
138,CUST-0399,2022-08-19 00:00:00,0,4.0,App,App keeps crashing
139,CUST-0399,2022-08-20 00:00:00,1,2.0,App,Still facing issue
140,CUST-0175,2023-02-11 00:00:00,0,5.0,Recommendation,Recommendation quality is poor
141,CUST-0175,2023-02-12 00:00:00,0,5.0,Recommendation,Satisfied with support
142,CUST-0600,2021-05-05 00:00:00,3,1.0,Technical,Audio out of sync
143,CUST-0600,2021-05-06 00:00:00,3,1.0,Technical,Audio out of sync
144,CUST-0600,2021-06-01 00:00:00,4,1.0,Device,Unable to stream on TV
145,CUST-0031,2020-10-22 00:00:00,0,4.0,Billing,Need invoice copy
146,CUST-0031,2021-04-12 00:00:00,1,3.0,Billing,No update yet
147,CUST-0488,2022-11-30 00:00:00,0,5.0,General Inquiry,Issue resolved
148,CUST-0488,2022-12-01 00:00:00,0,5.0,General Inquiry,Problem fixed
149,CUST-0277,2020-01-01 00:00:00,1,,Payment,No Comment
150,CUST-0277,2020-01-01 00:00:00,1,,Payment,
151,CUST-0180,2024-03-18 00:00:00,0,5.0,Streaming,Problem fixed 
152,CUST-0180,2024-03-18 00:00:00,0,5.0,Streaming,Problem fixed
153,CUST-0555,2022-05-23 00:00:00,2,2.0,Buffering,Video bufferring every evening
154,CUST-0555,2022-05-24 00:00:00,2,1.0,Streaming,Still waiting for response
155,CUST-0412,2023-09-09 00:00:00,0,4.0,Login,"Forgot password, cannot login"
156,CUST-0412,2023-09-09 00:00:00,0,4.0,Login,"Forgot password, cannot login"
157,CUST-0412,2023-09-10 00:00:00,1,3.0,Account,Profile disappeared from family plan
158,CUST-0222,2020-07-30 00:00:00,0,5.0,Content,Great selection
159,CUST-0561,2021-03-03 00:00:00,1,2.0,Refund,Still waiting for refund
160,CUST-0561,2021-03-05 00:00:00,1,2.0,Refund,Refund received
161,CUST-0561,2021-03-05 00:00:00,1,2.0,Refund,Refund received
162,CUST-0490,2020-09-14 00:00:00,0,5.0,Streaming,Watching on phone works well
163,CUST-0490,2020-09-20 00:00:00,0,5.0,Streaming,Watching on phone works well 
164,CUST-0320,2022-02-28 00:00:00,1,3.0,Login,"Cannot login, says invalid email"
165,CUST-0320,2022-03-01 00:00:00,2,2.0,Account,"Account locked, still waiting"
166,CUST-0100,2021-12-12 00:00:00,0,5.0,Content,"New season released, thanks"
167,CUST-0100,2021-12-13 00:00:00,0,5.0,Content,"New season released, thanks"
168,CUST-0100,2022-01-05 00:00:00,1,4.0,Streaming,Some episodes fail to load
169,CUST-0444,2023-04-17 00:00:00,0,5.0,General Inquiry,Thanks for the help
170,CUST-0444,2023-04-18 00:00:00,0,5.0,General Inquiry,Thanks for the help
171,CUST-0444,2024-01-01 00:00:00,0,5.0,General Inquiry,Issue resolved
172,CUST-0382,2020-06-06 00:00:00,1,4.0,Payment,Payment processed but no access
173,CUST-0382,2020-06-07 00:00:00,1,3.0,Payment,Still waiting for access
174,CUST-0510,2022-10-10 00:00:00,0,5.0,Streaming,Issue resolved
175,CUST-0510,2022-10-11 00:00:00,0,5.0,Streaming,Issue resolved
176,CUST-0510,2022-10-12 00:00:00,0,5.0,Streaming,Issue resolved
177,CUST-0066,2024-07-20 00:00:00,1,2.0,Buffering,Video buffers at 8pm
178,CUST-0066,2024-07-21 00:00:00,1,1.0,Streaming,Still buffering every evening
179,CUST-0066,2024-07-22 00:00:00,2,1.0,Technical,Escalated to network team
180,CUST-0590,2025-11-01 00:00:00,0,5.0,Streaming,Cannot wait for new season
181,CUST-0590,2025-11-02 00:00:00,0,5.0,Streaming,Cannot wait for new season
182,CUST-0477,2021-08-08 00:00:00,0,4.0,Login,Password reset link not working
183,CUST-0477,2021-08-09 00:00:00,1,3.0,Login,Still cannot login
184,CUST-0477,2021-08-10 00:00:00,1,2.0,Account,Profile lost after update
185,CUST-0299,2020-03-15 00:00:00,0,5.0,Content,Great documentary selection
186,CUST-0299,2020-03-15 00:00:00,0,5.0,Content,Great documentary selection
187,CUST-0299,2021-09-09 00:00:00,0,5.0,Content,Great documentary selection
188,CUST-0533,2022-12-24 00:00:00,1,1.0,Payment,"Charged twice, please refund"
189,CUST-0533,2023-01-02 00:00:00,2,1.0,Refund,Still waiting for refund
190,CUST-0533,2023-01-10 00:00:00,2,1.0,Refund,No update yet
191,CUST-0144,2024-02-02 00:00:00,0,4.0,Streaming,Audio and video ok
192,CUST-0144,2024-02-03 00:00:00,0,4.0,Streaming,Audio and video ok
193,CUST-0144,2024-02-05 00:00:00,1,3.0,Technical,Playback freezes sometimes
194,CUST-0022,2020-11-11 00:00:00,0,5.0,Content,Love the kids section
195,CUST-0377,2021-01-20 00:00:00,0,4.0,Account,Need to update payment method
196,CUST-0377,2021-01-21 00:00:00,0,4.0,Billing,Payment method updated
197,CUST-0377,2021-01-22 00:00:00,0,4.0,Billing,Payment method updated
198,CUST-0355,2022-06-06 00:00:00,0,5.0,Streaming,Problem fixed
199,CUST-0355,2022-06-07 00:00:00,0,5.0,Streaming,Problem fixed
200,CUST-0355,2022-06-07 00:00:00,0,5.0,Streaming,Problem fixed
201,CUST-0199,2023-03-03 00:00:00,1,3.0,Login,Login fails intermittently
202,CUST-0199,2023-03-04 00:00:00,1,2.0,Technical,Still facing issue
203,CUST-0199,2023-03-05 00:00:00,2,1.0,Technical,Escalated to Techncal team
204,CUST-0199,2023-03-06 00:00:00,2,1.0,Technical,Escalated to Techncal team
205,CUST-0244,2020-04-04 00:00:00,0,5.0,Content,Found what I wanted
206,CUST-0244,2020-04-04 00:00:00,0,5.0,Content,Found what I wanted
207,CUST-0244,2021-05-05 00:00:00,0,5.0,Content,Found what I wanted
208,CUST-0544,2021-10-10 00:00:00,1,3.0,Subscription,Cancelled but charged again
209,CUST-0544,2021-10-11 00:00:00,2,2.0,Subscription,Still charged after cancellation
210,CUST-0544,2021-10-12 00:00:00,2,1.0,Refund,Refund not received
211,CUST-0111,2022-01-01 00:00:00,0,5.0,Streaming,Works fine on mobile
212,CUST-0111,2022-02-01 00:00:00,0,5.0,Streaming,Works fine on mobile
213,CUST-0111,2022-03-01 00:00:00,0,5.0,Streaming,Works fine on mobile
214,CUST-0112,2023-07-07 00:00:00,0,4.0,App,App slow after update
215,CUST-0112,2023-07-08 00:00:00,1,3.0,Technical,Performance issue persists
216,CUST-0112,2023-07-09 00:00:00,1,2.0,Technical,Still waiting for response
217,CUST-0112,2023-07-10 00:00:00,2,1.0,Technical,Escalated to engineering
218,CUST-0166,2020-08-08 00:00:00,0,5.0,Streaming,Great quality
219,CUST-0166,2021-08-08 00:00:00,0,5.0,Streaming,Great quality
220,CUST-0166,2022-08-08 00:00:00,0,5.0,Streaming,Great quality
221,CUST-0077,2021-02-14 00:00:00,0,4.0,Billing,Need invoice for last month
222,CUST-0077,2021-02-15 00:00:00,0,4.0,Billing,Invoice received 
223,CUST-0077,2021-02-16 00:00:00,0,4.0,Billing,Invoice received
224,CUST-0260,2024-05-05 00:00:00,0,5.0,Content,New movies are great
225,CUST-0260,2024-05-06 00:00:00,0,5.0,Content,New movies are great
226,CUST-0404,2020-10-10 00:00:00,1,3.0,Login,Login says service unavailable
227,CUST-0404,2020-10-11 00:00:00,1,2.0,Login,Still cannot access account
228,CUST-0404,2020-10-12 00:00:00,2,1.0,Account,Account flagged incorrectly
229,CUST-0404,2020-10-12 00:00:00,2,1.0,Account,Account flagged incorrectly
230,CUST-0404,2020-10-12 00:00:00,2,1.0,Account,Account flagged incorrectly
231,CUST-0340,2022-09-09 00:00:00,0,5.0,Streaming,Everything works fine
232,CUST-0340,2022-09-10 00:00:00,0,5.0,Streaming,Everything works fine
233,CUST-0340,2022-09-11 00:00:00,0,5.0,Streaming,Everything works fine
234,CUST-0340,2022-09-11 00:00:00,0,5.0,Streaming,Everything works fine
235,CUST-0588,2021-12-01 00:00:00,1,4.0,Payment,Payment method failed
236,CUST-0588,2021-12-02 00:00:00,1,3.0,Payment,Still failing
237,CUST-0588,2021-12-10 00:00:00,2,2.0,Billing,Charged incorrectly
238,CUST-0088,2023-11-11 00:00:00,0,5.0,Streaming,Great UX
239,CUST-0088,2023-11-12 00:00:00,0,5.0,Streaming,Great UX
240,CUST-0088,2024-01-01 00:00:00,0,5.0,Streaming,Great UX
241,CUST-0088,2024-01-02 00:00:00,0,5.0,Streaming,Great UX
242,CUST-0088,2024-01-03 00:00:00,0,5.0,Streaming,Great UX
243,CUST-0155,2020-05-05 00:00:00,0,4.0,Login,Password reset successful
244,CUST-0155,2020-05-06 00:00:00,0,4.0,Login,Password reset successful
245,CUST-0155,2021-05-06 00:00:00,0,5.0,Login,Password reset successful
246,CUST-0345,2022-01-01 00:00:00,1,2.0,Buffering,Video buffers frequently
247,CUST-0345,2022-01-02 00:00:00,1,1.0,Streaming,Still buffering heavily
248,CUST-0345,2022-01-03 00:00:00,2,1.0,Technical,Escalated to isp team
249,CUST-0345,2022-01-03 00:00:00,2,1.0,Technical,Escalated to isp team
251,CUST-0545,2023-08-04 11:53:51,0,4.0,High,Login Problem
252,CUST-0034,2024-12-25 18:26:28,2,2.0,Critical,Poor Customer Service
253,CUST-0488,2020-11-24 23:52:42,0,4.0,High,Poor Recommendation
254,CUST-0124,2025-04-18 13:46:57,0,4.0,Low,Payment Failed
255,CUST-0394,2025-03-07 08:06:07,1,4.0,Critical,Payment Failed
256,CUST-0596,2023-01-18 08:01:50,1,,Critical,No Comment
257,CUST-0421,2025-02-10 22:02:18,0,4.0,Low,Refund Requested
258,CUST-0082,2020-04-28 14:10:25,0,3.0,High,Buffering
259,CUST-0415,2022-04-03 16:50:42,1,4.0,High,Streaming Issue
260,CUST-0342,2021-09-20 04:32:28,1,4.0,Critical,Refund Requested
261,CUST-0247,2025-01-05 15:28:55,2,2.0,Medium,App Crash
262,CUST-0158,2023-08-16 16:24:42,1,3.0,High,Payment Failed
263,CUST-0384,2024-10-14 12:25:11,1,4.0,High,Login Problem
264,CUST-0295,2022-05-27 02:50:09,0,4.0,Critical,Subscription Issue
265,CUST-0282,2022-11-09 10:12:21,1,3.0,Low,Refund Requested
266,CUST-0532,2024-09-19 04:27:24,1,2.0,Critical,App Crash
267,CUST-0025,2024-12-06 22:28:56,2,,Critical,Poor Recommendation
268,CUST-0260,2024-01-18 11:04:15,1,2.0,High,Billing Issue
269,CUST-0156,2025-12-29 04:36:41,1,2.0,Low,Payment Failed
270,CUST-0171,2025-11-17 11:01:22,0,3.0,High,Poor Customer Service
271,CUST-0349,2022-02-16 20:40:34,2,2.0,High,No Comment
272,CUST-0305,2022-09-28 14:25:37,0,5.0,High,Poor Recommendation
273,CUST-0435,2024-03-24 02:40:11,2,2.0,High,
274,CUST-0462,2023-04-08 18:22:25,0,3.0,Medium,
275,CUST-0350,2023-10-13 11:48:47,0,3.0,Low,No Comment
276,CUST-0007,2025-07-12 15:40:49,1,3.0,Critical,Subscription Issue
277,CUST-0127,2021-10-30 16:13:19,1,2.0,Low,Buffering
278,CUST-0409,2023-03-25 22:32:32,1,2.0,High,Billing Issue
279,CUST-0408,2023-12-18 11:49:27,0,,High,Streaming Issue
280,CUST-0143,2024-11-15 00:27:55,0,4.0,Low,Refund Requested
281,CUST-0049,2025-08-09 10:58:50,1,5.0,Critical,Payment Failed
282,CUST-0231,2020-07-31 05:21:28,1,5.0,Critical,Poor Customer Service
283,CUST-0141,2022-01-18 00:32:53,1,3.0,Medium,Billing Issue
284,CUST-0569,2022-11-15 00:25:31,0,4.0,Medium,Subscription Issue
285,CUST-0212,2022-08-25 21:45:09,0,3.0,Critical,App Crash
286,CUST-0566,2025-01-06 21:03:57,1,3.0,Low,App Crash
287,CUST-0382,2024-10-12 22:50:55,1,4.0,Critical,Streaming Issue
288,CUST-0152,2023-03-11 21:41:03,1,3.0,Medium,Subscription Issue
289,CUST-0214,2025-04-15 14:13:04,0,3.0,High,Buffering
290,CUST-0309,2025-10-22 04:36:43,1,3.0,High,Payment Failed
291,CUST-0435,2024-03-30 13:56:56,2,,Critical,Login Problem
292,CUST-0383,2021-04-25 13:20:49,1,4.0,Low,Buffering
293,CUST-0532,2022-08-21 17:58:43,0,4.0,Low,App Crash
294,CUST-0303,2023-08-23 02:48:17,1,5.0,Low,Subscription Issue
295,CUST-0546,2025-03-03 05:04:50,0,5.0,Medium,Poor Customer Service
296,CUST-0333,2025-07-24 00:24:24,0,4.0,Critical,Payment Failed
297,CUST-0574,2023-10-12 23:29:30,1,2.0,High,Refund Requested
298,CUST-0459,2025-04-26 14:31:21,1,3.0,High,No Comment
299,CUST-0269,2023-08-27 17:03:31,0,,Critical,Payment Failed
300,CUST-0241,2023-05-29 07:23:15,0,4.0,Critical,Payment Failed
301,CUST-0016,2025-02-24 04:46:38,0,3.0,Medium,Subscription Issue
302,CUST-0530,2024-06-16 00:34:38,1,3.0,Critical,Poor Customer Service
303,CUST-0369,2021-08-23 02:48:57,0,4.0,Critical,Billing Issue
304,CUST-0220,2023-12-07 06:43:52,1,4.0,Low,Streaming Issue
305,CUST-0377,2025-01-18 17:41:21,3,2.0,High,Poor Recommendation
306,CUST-0058,2023-07-03 09:28:41,1,3.0,High,No Comment
307,CUST-0152,2024-11-20 02:42:54,3,2.0,Critical,Refund Requested
308,CUST-0445,2021-03-25 23:17:05,1,4.0,High,Buffering
309,CUST-0383,2023-08-16 09:14:09,1,2.0,Low,Poor Customer Service
310,CUST-0307,2025-02-15 02:38:07,1,4.0,Critical,Billing Issue
311,CUST-0526,2025-05-06 18:58:08,0,4.0,Medium,Billing Issue
312,CUST-0090,2024-08-07 14:58:31,1,,Critical,Buffering
313,CUST-0083,2025-12-17 06:23:53,0,3.0,Low,Buffering
314,CUST-0478,2022-08-02 07:59:52,1,4.0,Medium,Login Problem
315,CUST-0087,2023-11-06 03:14:30,1,4.0,Medium,Poor Recommendation
316,CUST-0585,2025-08-11 14:12:16,1,2.0,High,Payment Failed
317,CUST-0193,2024-04-07 16:01:56,1,3.0,Medium,Streaming Issue
318,CUST-0521,2024-11-16 06:47:27,0,5.0,Low,Billing Issue
319,CUST-0354,2024-01-09 02:58:53,2,,Critical,Payment Failed
320,CUST-0468,2024-03-19 03:31:01,0,4.0,High,
321,CUST-0152,2023-03-09 21:21:28,1,4.0,High,Streaming Issue
322,CUST-0385,2024-10-10 14:13:31,0,4.0,High,No Comment
323,CUST-0350,2025-07-22 16:58:53,2,,Critical,Poor Recommendation
324,CUST-0577,2023-10-08 05:00:27,1,3.0,Medium,Billing Issue
325,CUST-0426,2023-10-05 08:17:14,0,5.0,Low,Poor Customer Service
326,CUST-0347,2025-10-02 13:44:05,1,3.0,Critical,
327,CUST-0294,2025-05-15 12:14:15,0,4.0,High,Buffering
328,CUST-0437,2025-05-15 07:34:29,0,3.0,High,Poor Recommendation
329,CUST-0118,2022-04-11 02:17:25,0,3.0,High,Subscription Issue
330,CUST-0504,2021-08-17 05:19:33,0,4.0,Medium,Payment Failed
331,CUST-0033,2023-11-03 19:54:36,1,3.0,High,Billing Issue
332,CUST-0132,2024-01-20 08:52:38,0,5.0,Low,App Crash
333,CUST-0435,2024-07-22 18:10:14,1,3.0,Medium,Poor Customer Service
334,CUST-0461,2022-08-21 09:04:44,1,5.0,Critical,Subscription Issue
335,CUST-0118,2021-05-06 17:01:55,0,4.0,High,Poor Recommendation
336,CUST-0577,2021-08-04 11:36:11,1,4.0,Low,Payment Failed
337,CUST-0529,2025-12-11 08:58:11,1,4.0,Medium,
338,CUST-0199,2024-06-21 06:56:27,0,4.0,Low,Payment Failed
339,CUST-0564,2025-04-06 21:44:56,1,4.0,Critical,Poor Customer Service
340,CUST-0047,2023-03-01 01:22:52,0,4.0,High,Poor Recommendation
341,CUST-0261,2021-10-22 22:29:54,1,2.0,Critical,Payment Failed
342,CUST-0263,2025-09-12 11:05:12,1,2.0,Critical,Billing Issue
343,CUST-0281,2024-01-24 04:12:15,1,3.0,Low,Refund Requested
344,CUST-0184,2025-03-18 08:48:53,1,3.0,Low,Poor Customer Service
345,CUST-0276,2024-03-10 04:23:33,1,2.0,Medium,No Comment
346,CUST-0511,2025-08-26 23:55:37,3,2.0,High,Refund Requested
347,CUST-0074,2025-09-25 15:45:02,0,4.0,Low,App Crash
348,CUST-0115,2024-02-02 00:30:12,0,3.0,High,No Comment
349,CUST-0353,2020-05-03 18:06:33,1,3.0,Critical,Payment Failed
350,CUST-0543,2022-02-17 02:33:55,0,4.0,Critical,Streaming Issue
351,CUST-0081,2022-10-10 17:01:19,0,4.0,Low,Subscription Issue
352,CUST-0130,2021-03-24 01:34:59,0,5.0,High,Billing Issue
353,CUST-0188,2023-09-22 10:23:03,0,4.0,Low,Streaming Issue
354,CUST-0146,2026-05-31 12:44:21,0,3.0,High,No Comment
